instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,sum_check
610,2012-09-01,Autumn,1,9,No Holiday,6,0,2,30.886653000000003,35.1327,63.8333,7.5835289999999995,2352,3788,8.722580021141189,6140
611,2012-09-02,Autumn,1,9,No Holiday,0,0,2,28.563347,32.45,81.5,4.2927436,2613,3197,8.667335849845957,5810
612,2012-09-03,Autumn,1,9,Holiday,1,0,1,29.0075,33.081450000000004,79.0833,10.125107,1965,4069,8.705165419719007,6034
613,2012-09-04,Autumn,1,9,No Holiday,2,1,1,29.759152999999998,34.3444,75.5,15.833507,867,5997,8.834045641167798,6864
614,2012-09-05,Autumn,1,9,No Holiday,3,1,1,30.203346999999997,35.44915,74.125,12.583136,832,6280,8.86953877719374,7112
615,2012-09-06,Autumn,1,9,No Holiday,4,1,2,28.563347,32.766450000000006,81.0417,9.542207,611,5592,8.732788324973118,6203
616,2012-09-07,Autumn,1,9,No Holiday,5,1,1,28.836653,32.8602,73.625,11.500282,1045,6459,8.92319149068606,7504
617,2012-09-08,Autumn,1,9,No Holiday,6,0,2,27.025847,30.556050000000003,79.91669999999999,18.833968000000002,1557,4419,8.695506726812653,5976
618,2012-09-09,Autumn,1,9,No Holiday,0,0,1,25.009999999999998,28.946250000000003,54.75,15.041232,2570,5657,9.01517670716893,8227
619,2012-09-10,Autumn,1,9,No Holiday,1,1,1,23.916653,28.2827,50.375,17.333771000000002,1118,6407,8.925986089617076,7525
620,2012-09-11,Autumn,1,9,No Holiday,2,1,1,23.677500000000002,27.7146,52.0,6.1676314,1070,6697,8.957639268419648,7767
621,2012-09-12,Autumn,1,9,No Holiday,3,1,1,24.565847,28.50375,57.7083,8.833682,1050,6820,8.970813341411448,7870
622,2012-09-13,Autumn,1,9,No Holiday,4,1,1,25.1125,28.9779,63.708299999999994,5.5422936,1054,6750,8.962391701743002,7804
623,2012-09-14,Autumn,1,9,No Holiday,5,1,1,25.966653,29.704150000000002,67.25,6.9588209999999995,1379,6630,8.988321188323683,8009
624,2012-09-15,Autumn,1,9,No Holiday,6,0,1,24.941653000000002,29.29335,50.1667,16.583907,3160,5554,9.072686206677387,8714
625,2012-09-16,Autumn,1,9,No Holiday,0,0,1,23.779999999999998,28.15625,56.99999999999999,6.042281099999999,2166,5167,8.9001399880938,7333
626,2012-09-17,Autumn,1,9,No Holiday,1,1,2,23.814153,27.652500000000003,73.4583,10.166713999999999,1022,5847,8.834773814213882,6869
627,2012-09-18,Autumn,1,9,No Holiday,2,1,2,25.556653,28.253349999999998,87.25,23.958329,371,3702,8.312135107648412,4073
628,2012-09-19,Autumn,1,9,No Holiday,3,1,1,22.6525,27.0202,53.6667,14.416725,788,6803,8.934718614016768,7591
629,2012-09-20,Autumn,1,9,No Holiday,4,1,1,22.413347,26.6096,61.8333,7.917189,939,6781,8.951569643018821,7720
630,2012-09-21,Autumn,1,9,No Holiday,5,1,1,24.565847,28.59855,66.875,10.333343000000001,1250,6917,9.007856923358275,8167
631,2012-09-22,Autumn,1,9,No Holiday,6,0,1,26.650000000000002,30.5244,64.6667,19.000061,2512,5883,9.035391569511642,8395
632,2012-09-23,Winter,1,9,No Holiday,0,0,1,21.695847,25.946649999999998,46.7083,14.958286000000001,2454,5453,8.975503722070927,7907
633,2012-09-24,Winter,1,9,No Holiday,1,1,1,21.080847000000002,25.12565,49.2917,9.541068000000001,1001,6435,8.914088348841334,7436
634,2012-09-25,Winter,1,9,No Holiday,2,1,1,22.55,27.208949999999998,56.99999999999999,15.833507,845,6693,8.92771217382708,7538
635,2012-09-26,Winter,1,9,No Holiday,3,1,1,26.035,29.83065,63.083299999999994,16.3748,787,6946,8.953252164609035,7733
636,2012-09-27,Winter,1,9,No Holiday,4,1,2,26.650000000000002,30.398750000000003,69.08330000000001,9.000914,751,6642,8.9082888855571,7393
637,2012-09-28,Winter,1,9,No Holiday,5,1,2,25.385847000000002,29.29315,69.0,10.999993,1045,6370,8.911260254572033,7415
638,2012-09-29,Winter,1,9,No Holiday,6,0,1,22.2425,26.5148,54.2917,15.249468,2589,5966,9.054271186326293,8555
639,2012-09-30,Winter,1,9,No Holiday,0,0,1,21.593347,25.88315,58.3333,9.042186,2015,4874,8.837681215593197,6889
640,2012-10-01,Winter,1,10,No Holiday,1,1,2,21.354153,25.6,64.9167,6.0838814,763,6015,8.821437352166997,6778
641,2012-10-02,Winter,1,10,No Holiday,2,1,3,24.224153,27.116649999999996,87.16669999999999,6.9998249999999995,315,4324,8.442254104751743,4639
642,2012-10-03,Winter,1,10,No Holiday,3,1,2,26.9575,29.95665,79.375,4.4585686,728,6844,8.932212512329214,7572
643,2012-10-04,Winter,1,10,No Holiday,4,1,2,26.9575,30.398750000000003,72.2917,7.875582,891,6437,8.899457906353966,7328
644,2012-10-05,Winter,1,10,No Holiday,5,1,1,25.215,29.00935,62.74999999999999,7.12545,1516,6640,9.006509131694346,8156
645,2012-10-06,Winter,1,10,No Holiday,6,0,1,22.720847,26.92605,66.41669999999999,17.957675000000002,3031,4934,8.98281222234415,7965
646,2012-10-07,Winter,1,10,No Holiday,0,0,2,17.049153,20.99065,70.8333,9.457854000000001,781,2729,8.163371316459912,3510
647,2012-10-08,Winter,1,10,Holiday,1,0,2,15.716652999999999,19.3804,70.9583,12.708492999999999,874,4604,8.608495349823023,5478
648,2012-10-09,Winter,1,10,No Holiday,2,1,2,18.313347,21.9056,76.16669999999999,12.7501,601,5791,8.76280248744611,6392
649,2012-10-10,Winter,1,10,No Holiday,3,1,1,21.080847000000002,25.1571,63.083299999999994,12.584007,780,6911,8.947806093057054,7691
650,2012-10-11,Winter,1,10,No Holiday,4,1,1,17.835,21.55835,46.3333,12.166932000000001,834,6736,8.931948346431495,7570
651,2012-10-12,Winter,1,10,No Holiday,5,1,1,17.9375,21.65355,53.91669999999999,15.751164,1060,6222,8.893160828735379,7282
652,2012-10-13,Winter,1,10,No Holiday,6,0,1,16.126653,19.5698,49.4583,9.791514,2252,4857,8.869116865929483,7109
653,2012-10-14,Winter,1,10,No Holiday,0,0,1,21.388347,25.4102,64.0417,18.667004000000002,2080,4559,8.80071662871916,6639
654,2012-10-15,Winter,1,10,No Holiday,1,1,2,23.028347,26.9575,70.75,19.834478999999998,760,5115,8.67846133901236,5875
655,2012-10-16,Winter,1,10,No Holiday,2,1,1,19.201653,23.042299999999997,55.833299999999994,12.208807,922,6612,8.927181388251986,7534
656,2012-10-17,Winter,1,10,No Holiday,3,1,1,18.689153,22.5054,69.2917,6.791857,979,6482,8.917444732471514,7461
657,2012-10-18,Winter,1,10,No Holiday,4,1,2,21.4225,25.63125,72.8333,15.874779,1008,6501,8.923857580099885,7509
658,2012-10-19,Winter,1,10,No Holiday,5,1,2,23.096653,26.894800000000004,81.5,9.041917999999999,753,4671,8.598588829620232,5424
659,2012-10-20,Winter,1,10,No Holiday,6,0,1,19.850847,23.6421,57.2917,7.874979,2806,5284,8.998384010052538,8090
660,2012-10-21,Winter,1,10,No Holiday,0,0,1,19.030847,22.82145,51.0,11.125618000000001,2132,4692,8.828201089171515,6824
661,2012-10-22,Winter,1,10,No Holiday,1,1,1,19.9875,24.1471,56.833299999999994,5.4593811,830,6228,8.861917004235215,7058
662,2012-10-23,Winter,1,10,No Holiday,2,1,1,22.310847,26.5152,64.16669999999999,6.3345686,841,6625,8.91811465947453,7466
663,2012-10-24,Winter,1,10,No Holiday,3,1,1,24.087500000000002,27.93605,63.625,4.8762064,795,6898,8.948066103458935,7693
664,2012-10-25,Winter,1,10,No Holiday,4,1,2,22.55,26.4844,80.0417,8.333125,875,6484,8.903679332926599,7359
665,2012-10-26,Winter,1,10,No Holiday,5,1,2,22.379153000000002,26.137500000000003,80.7083,8.875289,1182,6262,8.915163617762142,7444
666,2012-10-27,Winter,1,10,No Holiday,6,0,2,21.73,25.756649999999997,72.0,15.791364000000002,2643,5209,8.968523555396352,7852
667,2012-10-28,Winter,1,10,No Holiday,0,0,2,19.5775,23.38855,69.4583,26.666535999999997,998,3461,8.402679804627477,4459
668,2012-10-29,Winter,1,10,No Holiday,1,1,3,18.04,21.97,88.0,23.9994,2,20,3.091042453358316,22
669,2012-10-30,Winter,1,10,No Holiday,2,1,2,13.045462,15.49545,82.5455,14.271603,87,1009,6.999422467507961,1096
670,2012-10-31,Winter,1,10,No Holiday,3,1,2,14.657499999999999,18.055,66.6667,11.166689,419,5147,8.624431942085836,5566
671,2012-11-01,Winter,1,11,No Holiday,4,1,2,14.999153000000002,18.4971,58.166700000000006,10.542182,466,5520,8.697178688412643,5986
672,2012-11-02,Winter,1,11,No Holiday,5,1,1,14.555,17.802100000000003,52.208299999999994,17.833725,618,5229,8.67368398817567,5847
673,2012-11-03,Winter,1,11,No Holiday,6,0,2,14.076653,16.1923,49.125,18.125443,1029,4109,8.544419177669829,5138
674,2012-11-04,Winter,1,11,No Holiday,0,0,1,13.359153,16.4769,53.2917,12.000236,1201,3906,8.538367426647644,5107
675,2012-11-05,Winter,1,11,No Holiday,1,1,1,13.085847,15.403749999999999,49.416700000000006,15.833775000000001,378,4881,8.567696173589344,5259
676,2012-11-06,Winter,1,11,No Holiday,2,1,1,11.514153,14.07835,56.7083,11.625371,466,5220,8.645762292210945,5686
677,2012-11-07,Winter,1,11,No Holiday,3,1,2,12.129153,13.73105,54.75,20.375236,326,4709,8.524168805152662,5035
678,2012-11-08,Winter,1,11,No Holiday,4,1,1,14.439134,17.09455,33.3478,23.304945,340,4975,8.57828829077605,5315
679,2012-11-09,Winter,1,11,No Holiday,5,1,1,14.828347,17.77065,54.0833,14.375386,709,5283,8.698180525197055,5992
680,2012-11-10,Winter,1,11,No Holiday,6,0,1,15.955846999999999,19.696849999999998,64.5417,3.8756686,2090,4446,8.785080636539838,6536
681,2012-11-11,Winter,1,11,No Holiday,0,0,1,17.254153000000002,21.08565,65.91669999999999,8.5425,2290,4562,8.832295859444011,6852
682,2012-11-12,Winter,1,11,Holiday,1,0,1,19.884999999999998,23.76915,74.16669999999999,11.625639,1097,5172,8.743372131273969,6269
683,2012-11-13,Winter,1,11,No Holiday,2,1,2,14.076653,16.16125,66.29169999999999,22.917082,327,3767,8.317277766221235,4094
684,2012-11-14,Winter,1,11,No Holiday,3,1,1,11.855847,14.07815,55.2083,13.374875,373,5122,8.611593866837723,5495
685,2012-11-15,Winter,1,11,No Holiday,4,1,2,13.188346999999998,16.2246,62.0417,10.250129000000001,320,5125,8.602453035367061,5445
686,2012-11-16,Winter,1,11,No Holiday,5,1,1,14.145,17.3602,52.4583,11.458675000000001,484,5214,8.647870515057853,5698
687,2012-11-17,Winter,1,11,No Holiday,6,0,1,13.325000000000001,16.31915,54.541700000000006,12.041843,1313,4316,8.635687085464026,5629
688,2012-11-18,Winter,1,11,No Holiday,0,0,1,14.0425,16.8873,69.2917,15.250004,922,3747,8.448700194970938,4669
689,2012-11-19,Winter,1,11,No Holiday,1,1,2,15.614152999999998,18.78105,62.3333,15.749489,449,5050,8.612321536507814,5499
690,2012-11-20,Winter,1,11,No Holiday,2,1,2,15.340847000000002,19.03335,68.5,5.542575,534,5100,8.636574948436317,5634
691,2012-11-21,Winter,1,11,No Holiday,3,1,1,14.486653,18.2446,61.375,6.917482000000001,615,4531,8.545974992841689,5146
692,2012-11-22,Winter,1,11,Holiday,4,0,1,13.940000000000001,17.518549999999998,58.0417,3.5423436,955,1470,7.793586803371584,2425
693,2012-11-23,Winter,1,11,No Holiday,5,1,1,15.101653,18.93895,56.875,9.917407,1603,2307,8.271292652979412,3910
694,2012-11-24,Winter,1,11,No Holiday,6,0,1,11.411653,12.4371,40.4583,25.250357,532,1745,7.7306140660637395,2277
695,2012-11-25,Winter,1,11,No Holiday,0,0,1,10.079153,12.879150000000001,46.8333,10.083499999999999,309,2115,7.793174347189205,2424
696,2012-11-26,Winter,1,11,No Holiday,1,1,1,12.846652999999998,16.950200000000002,53.541700000000006,3.1255499999999996,337,4750,8.534443544822764,5087
697,2012-11-27,Winter,1,11,No Holiday,2,1,2,11.958347,14.0779,78.6667,15.916654,123,3836,8.28374674710613,3959
698,2012-11-28,Winter,1,11,No Holiday,3,1,1,12.163347,14.488100000000001,50.625,14.125007,198,5062,8.567886305731756,5260
699,2012-11-29,Winter,1,11,No Holiday,4,1,1,11.51567,14.921100000000001,55.565200000000004,7.739974,243,5080,8.579792333172758,5323
700,2012-11-30,Winter,1,11,No Holiday,5,1,1,12.231653000000001,16.193350000000002,64.95830000000001,3.9175436,362,5306,8.64259160081057,5668
701,2012-12-01,Winter,1,12,No Holiday,6,0,2,12.231653000000001,15.8452,80.6667,4.0001814,951,4240,8.55468163582723,5191
702,2012-12-02,Winter,1,12,No Holiday,0,0,2,14.247499999999999,17.9604,82.3333,8.333393000000001,892,3757,8.444407421690585,4649
703,2012-12-03,Winter,1,12,No Holiday,1,1,1,18.552500000000002,22.7898,76.75,5.5422936,555,5679,8.737773460327283,6234
704,2012-12-04,Winter,1,12,No Holiday,2,1,1,19.509153,23.4527,73.375,11.666643,551,6055,8.795733605950735,6606
705,2012-12-05,Winter,1,12,No Holiday,3,1,1,17.971653,21.4006,48.5,21.709407,331,5398,8.653296274408579,5729
706,2012-12-06,Winter,1,12,No Holiday,4,1,1,10.489152999999998,12.9102,50.875,11.708518,340,5035,8.589513852995864,5375
707,2012-12-07,Winter,1,12,No Holiday,5,1,2,13.154152999999999,16.097900000000003,76.4167,8.7502,349,4659,8.518791912779934,5008
708,2012-12-08,Winter,1,12,No Holiday,6,0,2,15.648347,19.4754,91.125,6.792393,1153,4429,8.627302414096267,5582
709,2012-12-09,Winter,1,12,No Holiday,0,0,2,15.750846999999998,19.5073,90.5417,10.584325,441,2787,8.07961802938984,3228
710,2012-12-10,Winter,1,12,No Holiday,1,1,2,17.869153,21.77875,92.5,12.750636,329,4841,8.550627967502475,5170
711,2012-12-11,Winter,1,12,No Holiday,2,1,2,14.486653,16.91815,59.66669999999999,19.834478999999998,282,5219,8.612685172875459,5501
712,2012-12-12,Winter,1,12,No Holiday,3,1,2,12.1975,14.8669,53.833299999999994,10.916779,310,5009,8.579040594742317,5319
713,2012-12-13,Winter,1,12,No Holiday,4,1,1,12.129153,14.7094,48.5833,11.666643,425,5107,8.61830469278465,5532
714,2012-12-14,Winter,1,12,No Holiday,5,1,1,11.548347,14.7096,64.29169999999999,8.792343,429,5182,8.632484235750972,5611
715,2012-12-15,Winter,1,12,No Holiday,6,0,1,13.290847,16.91915,65.0417,7.12545,767,4280,8.526549286340263,5047
716,2012-12-16,Winter,1,12,No Holiday,0,0,2,14.862499999999999,18.4969,83.875,6.749714,538,3248,8.239065331769268,3786
717,2012-12-17,Winter,1,12,No Holiday,1,1,2,16.126653,20.075000000000003,90.7083,6.583306100000001,212,4373,8.430545384690566,4585
718,2012-12-18,Winter,1,12,No Holiday,2,1,1,16.844153,20.485400000000002,66.625,14.834067999999998,433,5124,8.622813673279921,5557
719,2012-12-19,Winter,1,12,No Holiday,3,1,1,13.6325,17.1081,62.5417,12.334164000000001,333,4934,8.569216219483389,5267
720,2012-12-20,Winter,1,12,No Holiday,4,1,2,13.530000000000001,16.760849999999998,66.79169999999999,8.875021,314,3814,8.325548307161398,4128
721,2012-12-21,Spring,1,12,No Holiday,5,1,2,13.393346999999999,15.08835,55.666700000000006,25.083661000000003,221,3402,8.195057690895077,3623
722,2012-12-22,Spring,1,12,No Holiday,6,0,1,10.899153,11.80565,44.125,27.292182,205,1544,7.466799475018602,1749
723,2012-12-23,Spring,1,12,No Holiday,0,0,1,10.079153,12.97355,51.5417,8.916561,408,1379,7.488293515159428,1787
724,2012-12-24,Spring,1,12,No Holiday,1,1,2,9.483464,12.945,79.1304,5.1744368000000005,174,746,6.824373670043086,920
725,2012-12-25,Spring,1,12,Holiday,2,0,2,11.943464,14.723249999999998,73.47829999999999,11.304642,440,573,6.920671504248683,1013
726,2012-12-26,Spring,1,12,No Holiday,3,1,3,9.976652999999999,11.01665,82.3333,21.208582,9,432,6.089044875446846,441
727,2012-12-27,Spring,1,12,No Holiday,4,1,2,10.420846999999998,11.3321,65.29169999999999,23.458911,247,1867,7.656337166430183,2114
728,2012-12-28,Spring,1,12,No Holiday,5,1,2,10.386652999999999,12.7523,59.0,10.416557,644,2451,8.037543185118697,3095
729,2012-12-29,Spring,1,12,No Holiday,6,0,2,10.386652999999999,12.120000000000001,75.29169999999999,8.333661,159,1182,7.201170883281678,1341
730,2012-12-30,Spring,1,12,No Holiday,0,0,1,10.489152999999998,11.584999999999999,48.3333,23.500518,364,1432,7.493317248862145,1796
731,2012-12-31,Spring,1,12,No Holiday,1,1,2,8.849153,11.17435,57.75,10.374682,439,2290,7.911690520708339,2729
